1,-1.1976e-11,-1.7046e-10,1.1976e-11,1,-3.5625e-10,1.7046e-10,3.5625e-10,1
0.99998,0.00050251,-0.0063804,-0.00050052,1,0.00031449,0.0063805,-0.00031129,0.99998
0.99991,0.0010615,-0.013406,-0.0010588,1,0.0002126,0.013406,-0.00019839,0.99991
0.99978,0.0013868,-0.020929,-0.0013955,1,-0.00040347,0.020929,0.00043259,0.99978
0.99955,0.0020253,-0.030082,-0.0020801,1,-0.0017893,0.030078,0.0018511,0.99955
0.99914,0.0022307,-0.041397,-0.0023791,0.99999,-0.003536,0.041389,0.0036315,0.99914
0.99849,0.0021456,-0.054906,-0.0023944,0.99999,-0.004465,0.054896,0.0045897,0.99848
0.99748,0.0022231,-0.070979,-0.0025451,0.99999,-0.0044461,0.070969,0.0046155,0.99747
0.99598,0.00099124,-0.089572,-0.0013976,0.99999,-0.004474,0.089567,0.0045812,0.99597
0.99398,-0.00035647,-0.10953,-0.00014066,0.99999,-0.0045311,0.10953,0.0045192,0.99397
0.9913,-0.00045118,-0.13164,-0.00017455,0.99999,-0.0047419,0.13164,0.0047236,0.99129
0.98779,0.0029279,-0.15576,-0.0039009,0.99997,-0.0059413,0.15574,0.0064764,0.98778
0.98343,0.0072819,-0.18116,-0.0088098,0.99993,-0.0076304,0.18109,0.0091,0.98342
0.97808,0.010802,-0.20796,-0.012793,0.99988,-0.0082334,0.20785,0.010713,0.9781
0.97135,0.011584,-0.23738,-0.014004,0.99987,-0.0085134,0.23725,0.011594,0.97138
0.96328,0.013446,-0.26815,-0.016136,0.99984,-0.0078329,0.268,0.011872,0.96335
0.95381,0.015772,-0.3,-0.018614,0.9998,-0.0066169,0.29984,0.011895,0.95392
0.94252,0.017741,-0.33369,-0.020738,0.99977,-0.0054212,0.33351,0.01203,0.94267
0.92997,0.020366,-0.36707,-0.023853,0.9997,-0.0049643,0.36686,0.013372,0.93018
0.91604,0.023498,-0.4004,-0.02747,0.99961,-0.0041802,0.40015,0.014828,0.91633
0.89997,0.024328,-0.43528,-0.02866,0.99958,-0.0033888,0.43502,0.015525,0.90029
0.88158,0.020507,-0.47159,-0.025438,0.99967,-0.0040816,0.47135,0.015594,0.88181
0.86044,0.01551,-0.50931,-0.020639,0.99978,-0.0044224,0.50913,0.014317,0.86057
0.83575,0.016848,-0.54886,-0.021099,0.99978,-0.0014391,0.54871,0.012783,0.83591
0.80695,0.023701,-0.59014,-0.026962,0.99963,0.0032791,0.59,0.013265,0.80729
0.77477,0.026853,-0.63167,-0.030228,0.99953,0.005415,0.63151,0.014898,0.77522
0.73908,0.027036,-0.67307,-0.030782,0.99951,0.0063481,0.67291,0.016027,0.73955
0.69987,0.023007,-0.7139,-0.025063,0.99966,0.0076467,0.71383,0.012541,0.7002
0.65747,0.019588,-0.75322,-0.020089,0.99976,0.0084641,0.75321,0.0095669,0.65771
0.61316,0.019309,-0.78972,-0.017509,0.99979,0.010852,0.78976,0.0071731,0.61337
0.56548,0.020291,-0.82451,-0.015504,0.99978,0.013971,0.82462,0.0048831,0.56567
0.51471,0.020899,-0.85711,-0.013822,0.99978,0.016078,0.85725,0.0035719,0.51489
0.46223,0.022672,-0.88647,-0.013116,0.99974,0.01873,0.88666,0.002969,0.46241
0.40812,0.024828,-0.91259,-0.01203,0.99969,0.021818,0.91285,0.0020741,0.40829
0.35282,0.026852,-0.93531,-0.011749,0.99964,0.024267,0.93562,0.0024267,0.35301
0.29775,0.029991,-0.95417,-0.0093233,0.99955,0.028508,0.9546,0.00040777,0.2979
0.24394,0.032266,-0.96925,-0.0052392,0.99948,0.031953,0.96978,-0.0027166,0.24398
0.19281,0.032608,-0.98069,-0.0022053,0.99946,0.032798,0.98123,-0.0041612,0.19278
0.1451,0.033624,-0.98885,-0.003992,0.99943,0.033398,0.98941,-0.00089869,0.14515
0.10206,0.033924,-0.9942,-0.0061448,0.99942,0.033471,0.99476,0.0026931,0.10221
0.063782,0.032516,-0.99743,-0.0073844,0.99946,0.03211,0.99794,0.0053174,0.063987
0.029047,0.029912,-0.99913,-0.0065216,0.99954,0.029734,0.99956,0.0056523,0.029229
-0.002722,0.027261,-0.99962,-0.0057187,0.99961,0.027276,0.99998,0.0057908,-0.002565
-0.029649,0.025508,-0.99923,-0.0063264,0.99965,0.025706,0.99954,0.0070837,-0.029477
-0.050918,0.02313,-0.99843,-0.00682,0.9997,0.023507,0.99868,0.0080063,-0.050745
-0.067333,0.02174,-0.99749,-0.0064749,0.99973,0.022226,0.99771,0.0079551,-0.067174
-0.080608,0.022174,-0.9965,-0.005344,0.99973,0.022679,0.99673,0.0071534,-0.080468
-0.090452,0.023836,-0.99562,-0.0063871,0.99968,0.024514,0.99588,0.0085765,-0.090271
-0.097258,0.025403,-0.99493,-0.0085598,0.99962,0.026359,0.99522,0.01108,-0.097003
-0.10181,0.02626,-0.99446,-0.0085878,0.99959,0.027275,0.99477,0.011317,-0.10154
-0.1035,0.026486,-0.99428,-0.0061179,0.99961,0.027265,0.99461,0.0089048,-0.1033
-0.10283,0.028472,-0.99429,-0.0039193,0.99957,0.029028,0.99469,0.0068818,-0.10267
-0.10136,0.03127,-0.99436,-0.0045963,0.99948,0.031899,0.99484,0.0078036,-0.10116
-0.099505,0.031653,-0.99453,-0.0070427,0.99945,0.032514,0.99501,0.01024,-0.099227
-0.097864,0.028808,-0.99478,-0.008779,0.99952,0.029809,0.99516,0.01165,-0.097564
-0.096633,0.028585,-0.99491,-0.0091685,0.99952,0.029608,0.99528,0.011983,-0.096325
-0.095085,0.030886,-0.99499,-0.0086912,0.99945,0.031855,0.99543,0.011677,-0.094765
-0.093246,0.034325,-0.99505,-0.0096068,0.99933,0.035373,0.9956,0.012858,-0.092853
-0.091434,0.037497,-0.9951,-0.010721,0.9992,0.038637,0.99575,0.014201,-0.090958
-0.08963,0.036338,-0.99531,-0.011919,0.99922,0.037554,0.9959,0.015229,-0.089127
-0.087769,0.033435,-0.99558,-0.014181,0.99929,0.03481,0.99604,0.017174,-0.087233
-0.0862,0.032527,-0.99575,-0.015537,0.9993,0.033988,0.99616,0.018401,-0.085635
-0.084513,0.034873,-0.99581,-0.012901,0.99927,0.036089,0.99634,0.015897,-0.084001
-0.083316,0.037059,-0.99583,-0.01052,0.99922,0.038065,0.99647,0.013648,-0.082861
-0.081958,0.039389,-0.99586,-0.0097545,0.99914,0.040321,0.99659,0.013019,-0.081503
-0.081251,0.035264,-0.99607,-0.0098273,0.9993,0.03618,0.99665,0.012728,-0.080847
-0.080745,0.027842,-0.99635,-0.0085085,0.99955,0.028621,0.9967,0.010788,-0.080472
-0.080685,0.023173,-0.99647,-0.0050315,0.99971,0.023656,0.99673,0.0069224,-0.080544
-0.081175,0.022685,-0.99644,-0.0034852,0.99973,0.023044,0.99669,0.0053433,-0.081074
-0.080987,0.031238,-0.99623,-0.0044903,0.99949,0.031705,0.99671,0.0070411,-0.080805
-0.081326,0.038061,-0.99596,-0.0056424,0.99924,0.038646,0.99667,0.0087625,-0.081049
-0.08166,0.043883,-0.99569,-0.0075957,0.99897,0.04465,0.99663,0.011209,-0.081242
-0.082049,0.044659,-0.99563,-0.0093872,0.99892,0.045581,0.99658,0.013086,-0.081541
-0.082453,0.041336,-0.99574,-0.0096906,0.99906,0.042277,0.99655,0.013135,-0.081975
-0.082902,0.038056,-0.99583,-0.0095084,0.99919,0.038976,0.99651,0.0127,-0.082474
-0.08289,0.039221,-0.99579,-0.011053,0.99913,0.040272,0.9965,0.014345,-0.082384
-0.082698,0.041947,-0.99569,-0.012143,0.999,0.043094,0.9965,0.015654,-0.082106
-0.082717,0.040823,-0.99574,-0.013028,0.99903,0.04204,0.99649,0.01645,-0.082105
-0.082312,0.035664,-0.99597,-0.013765,0.99922,0.036918,0.99651,0.016749,-0.081757
-0.081951,0.031054,-0.99615,-0.01499,0.99936,0.032387,0.99652,0.017587,-0.081434
-0.081514,0.031577,-0.99617,-0.015019,0.99935,0.032906,0.99656,0.017643,-0.080986
-0.080747,0.034418,-0.99614,-0.014077,0.99926,0.035667,0.99664,0.016903,-0.080203
-0.080282,0.038932,-0.99601,-0.013557,0.9991,0.040146,0.99668,0.016726,-0.079682
-0.07965,0.04443,-0.99583,-0.012756,0.99888,0.045587,0.99674,0.016334,-0.078994
