1,1.1976e-11,1.7046e-10,1.6653e-16,1.1976e-11,1,3.5625e-10,-1.1102e-16,1.7046e-10,3.5625e-10,1,2.2204e-16,0,0,0,1
0.99988,0.0013816,0.015408,0.012102,-0.001366,1,-0.001024,0.00044687,-0.015409,0.0010028,0.99988,0.12673,0,0,0,1
0.99934,0.0041393,0.036059,0.030218,-0.0041183,0.99999,-0.00065521,0.00097917,-0.036061,0.00050627,0.99935,0.26862,0,0,0,1
0.99801,0.0057088,0.062758,0.059875,-0.0057607,0.99998,0.00064638,0.0023081,-0.062753,-0.0010066,0.99803,0.43054,0,0,0,1
0.99535,0.0054116,0.096144,0.10504,-0.0057189,0.99998,0.0029212,0.0033224,-0.096126,-0.0034575,0.99536,0.60346,0,0,0,1
0.991,0.002438,0.13386,0.1653,-0.0031551,0.99998,0.0051452,0.0052645,-0.13385,-0.0055213,0.99099,0.78701,0,0,0,1
0.98488,-0.00087976,0.17323,0.24019,-0.00011486,0.99998,0.0057315,0.007625,-0.17323,-0.0056648,0.98486,0.98126,0,0,0,1
0.97634,-0.0012093,0.21624,0.32205,-0.00031053,0.99998,0.0069941,0.011212,-0.21625,-0.0068957,0.97631,1.1855,0,0,0,1
0.96448,-0.0011752,0.26415,0.41701,-0.0013471,0.99996,0.0093673,0.014745,-0.26415,-0.0093904,0.96444,1.3995,0,0,0,1
0.9501,-0.0041779,0.31192,0.53183,-0.0010099,0.99986,0.016468,0.013617,-0.31195,-0.015961,0.94997,1.62,0,0,0,1
0.93336,-0.014161,0.35867,0.67722,0.0055938,0.99967,0.024912,0.013042,-0.35891,-0.021245,0.93313,1.8419,0,0,0,1
0.91233,-0.020149,0.40896,0.83281,0.008865,0.99953,0.029469,0.016016,-0.40936,-0.02326,0.91208,2.0631,0,0,0,1
0.88727,-0.021777,0.46074,0.9991,0.0073556,0.99943,0.033072,0.019082,-0.4612,-0.025954,0.88692,2.2869,0,0,0,1
0.85902,-0.024093,0.51137,1.1881,0.0054601,0.99927,0.037908,0.024165,-0.51191,-0.029771,0.85852,2.5128,0,0,0,1
0.82705,-0.029183,0.56138,1.3998,0.0066314,0.99909,0.042167,0.030702,-0.5621,-0.031151,0.82649,2.7334,0,0,0,1
0.79119,-0.034867,0.61058,1.6342,0.0087917,0.99892,0.04565,0.036538,-0.61151,-0.03075,0.79064,2.948,0,0,0,1
0.75327,-0.039285,0.65653,1.8901,0.0098464,0.99878,0.048467,0.045999,-0.65763,-0.030044,0.75274,3.1605,0,0,0,1
0.71355,-0.042625,0.69931,2.1662,0.011123,0.99871,0.049525,0.05995,-0.70052,-0.02756,0.7131,3.3697,0,0,0,1
0.67164,-0.044608,0.73953,2.4659,0.010774,0.99867,0.050453,0.075811,-0.7408,-0.025919,0.67123,3.5799,0,0,0,1
0.62891,-0.044931,0.77618,2.7847,0.0061442,0.99858,0.052826,0.092325,-0.77746,-0.028454,0.62829,3.7922,0,0,0,1
0.58704,-0.045774,0.80826,3.1319,0.0032008,0.99852,0.054225,0.1078,-0.80955,-0.029245,0.58632,4.0004,0,0,0,1
0.54685,-0.047003,0.83591,3.5076,0.0015795,0.99848,0.055111,0.12413,-0.83723,-0.028817,0.54609,4.2023,0,0,0,1
0.508,-0.049528,0.85993,3.9094,0.00031205,0.99836,0.057316,0.13924,-0.86136,-0.028848,0.50718,4.4021,0,0,0,1
0.47057,-0.049398,0.88098,4.3386,-0.0025062,0.99835,0.057318,0.15756,-0.88236,-0.02918,0.46968,4.6004,0,0,0,1
0.43411,-0.048762,0.89954,4.7942,-0.0038334,0.99842,0.055973,0.17753,-0.90085,-0.027747,0.43324,4.7918,0,0,0,1
0.4002,-0.04738,0.9152,5.2777,-0.0024598,0.9986,0.052773,0.19879,-0.91643,-0.023371,0.39952,4.9741,0,0,0,1
0.37051,-0.045793,0.9277,5.7897,-0.00034073,0.99878,0.049438,0.22201,-0.92883,-0.018634,0.37004,5.152,0,0,0,1
0.34475,-0.04391,0.93767,6.3297,0.0010479,0.99892,0.046393,0.2454,-0.93869,-0.015012,0.34442,5.3307,0,0,0,1
0.32391,-0.043205,0.9451,6.8954,0.00224,0.99899,0.044901,0.26864,-0.94608,-0.012427,0.32368,5.511,0,0,0,1
0.30875,-0.043755,0.95014,7.4902,0.0031932,0.99898,0.044967,0.2909,-0.95114,-0.01085,0.30858,5.693,0,0,0,1
0.29714,-0.045351,0.95376,8.1092,0.0045067,0.99893,0.046094,0.31312,-0.95482,-0.009398,0.29702,5.878,0,0,0,1
0.28617,-0.047348,0.95701,8.7527,0.0033226,0.99882,0.048423,0.33679,-0.95817,-0.010678,0.28599,6.0682,0,0,0,1
0.27558,-0.049112,0.96002,9.4219,0.0016694,0.99872,0.050612,0.36269,-0.96128,-0.012345,0.27531,6.2603,0,0,0,1
0.26549,-0.050829,0.96277,10.112,0.00092903,0.99862,0.052466,0.39026,-0.96411,-0.013035,0.26517,6.4497,0,0,0,1
0.25529,-0.052767,0.96542,10.826,-0.00010241,0.99851,0.054602,0.41932,-0.96687,-0.014038,0.2549,6.637,0,0,0,1
0.24471,-0.054442,0.96807,11.56,-0.00024332,0.99842,0.05621,0.45145,-0.9696,-0.013991,0.24431,6.8205,0,0,0,1
0.23448,-0.055575,0.97053,12.311,-0.00026751,0.99836,0.057233,0.48612,-0.97212,-0.01368,0.23408,7.0008,0,0,0,1
0.22396,-0.058768,0.97283,13.082,-0.0016738,0.99816,0.060683,0.52336,-0.9746,-0.015219,0.22345,7.1782,0,0,0,1
0.21269,-0.061874,0.97516,13.862,-0.0034993,0.99794,0.064082,0.56315,-0.97711,-0.017042,0.21204,7.3503,0,0,0,1
0.20057,-0.066445,0.97742,14.65,-0.0045351,0.99762,0.068749,0.60349,-0.97967,-0.018221,0.19979,7.5123,0,0,0,1
0.18769,-0.068852,0.97981,15.444,-0.0054798,0.99745,0.071141,0.64434,-0.98221,-0.018722,0.18684,7.6637,0,0,0,1
0.17366,-0.069491,0.98235,16.241,-0.0059673,0.99741,0.071612,0.68498,-0.98479,-0.018298,0.1728,7.8038,0,0,0,1
0.15933,-0.0685,0.98485,17.046,-0.0073068,0.99748,0.070561,0.72724,-0.9872,-0.018439,0.15843,7.9335,0,0,0,1
0.14296,-0.067483,0.98743,17.857,-0.0079232,0.99756,0.069323,0.76799,-0.9897,-0.017734,0.14208,8.0483,0,0,0,1
0.12274,-0.065859,0.99025,18.673,-0.010368,0.99766,0.067636,0.80645,-0.99239,-0.018568,0.12176,8.1474,0,0,0,1
0.09757,-0.064609,0.99313,19.496,-0.014834,0.99769,0.066363,0.84565,-0.99512,-0.021207,0.096386,8.2282,0,0,0,1
0.067703,-0.064323,0.99563,20.322,-0.019148,0.99765,0.065755,0.88501,-0.99752,-0.023516,0.066312,8.2848,0,0,0,1
0.034799,-0.063899,0.99735,21.156,-0.022416,0.99765,0.0647,0.92328,-0.99914,-0.024608,0.033285,8.311,0,0,0,1
0.00055469,-0.063577,0.99798,21.993,-0.024323,0.99768,0.063572,0.95856,-0.9997,-0.024309,-0.00099299,8.3063,0,0,0,1
-0.033402,-0.062478,0.99749,22.83,-0.0252,0.99778,0.061652,0.99293,-0.99912,-0.023078,-0.034902,8.2717,0,0,0,1
