1,-1.1976e-11,-1.7046e-10,1.1976e-11,1,-3.5625e-10,1.7046e-10,3.5625e-10,1
1,-0.001959,-0.0016301,0.0019574,1,-0.00097451,0.001632,0.00097131,1
0.99999,-0.002475,-0.0027558,0.0024687,0.99999,-0.0023168,0.0027616,0.00231,0.99999
0.99999,-0.0025282,-0.0045809,0.002512,0.99999,-0.0035266,0.0045898,0.0035151,0.99998
0.99997,-0.0046487,-0.0065953,0.0046128,0.99997,-0.005444,0.0066205,0.0054134,0.99996
0.99994,-0.0071346,-0.0081528,0.0070729,0.99995,-0.0075691,0.0082063,0.007511,0.99994
0.99992,-0.0083113,-0.0095391,0.0082303,0.99993,-0.0085008,0.0096091,0.0084216,0.99992
0.9999,-0.0085254,-0.010911,0.0084411,0.99993,-0.0077422,0.010976,0.0076494,0.99991
0.99989,-0.0088115,-0.012066,0.0087159,0.99993,-0.0079576,0.012135,0.0078515,0.9999
0.99988,-0.0082789,-0.013248,0.0081414,0.99991,-0.010401,0.013333,0.010292,0.99986
0.99987,-0.00658,-0.014391,0.0063743,0.99988,-0.014298,0.014483,0.014204,0.99979
0.99987,-0.0050828,-0.015612,0.0048008,0.99983,-0.018046,0.015701,0.017969,0.99972
0.99985,-0.0036238,-0.016805,0.003307,0.99982,-0.018845,0.016871,0.018787,0.99968
0.99984,-0.0011125,-0.017885,0.00089077,0.99992,-0.012403,0.017898,0.012385,0.99976
0.99983,-8.6721e-05,-0.018665,5.3587e-05,1,-0.0017757,0.018665,0.0017744,0.99982
0.99981,0.0010046,-0.019367,-0.00089892,0.99998,0.0054651,0.019372,-0.0054467,0.9998
0.99978,0.00339,-0.020617,-0.0032758,0.99998,0.0055667,0.020636,-0.005498,0.99977
0.99975,0.0055558,-0.021459,-0.0055952,0.99998,-0.0017786,0.021449,0.0018983,0.99977
0.99974,0.0048129,-0.022428,-0.0050134,0.99995,-0.0088906,0.022384,0.0090007,0.99971
0.99971,0.0026207,-0.02375,-0.0028192,0.99996,-0.0083266,0.023728,0.0083912,0.99968
0.99971,0.0018937,-0.024161,-0.0018581,1,0.0014965,0.024164,-0.0014512,0.99971
0.9997,0.0016251,-0.024579,-0.0013932,0.99995,0.0094524,0.024593,-0.0094152,0.99965
0.99969,0.00075836,-0.025035,-0.0004521,0.99993,0.012237,0.025043,-0.012221,0.99961
0.99968,-0.0013827,-0.025292,0.0016675,0.99994,0.011245,0.025275,-0.011283,0.99962
0.99969,-0.0021987,-0.024998,0.0024139,0.99996,0.0085818,0.024978,-0.0086395,0.99965
0.9997,5.7475e-05,-0.024327,6.6605e-05,0.99999,0.0050998,0.024327,-0.0050999,0.99969
0.99972,-0.0026366,-0.023346,0.0026326,1,-0.00020461,0.023347,0.0001431,0.99973
0.99973,-0.0055441,-0.022728,0.0053998,0.99996,-0.0064075,0.022763,0.006283,0.99972
0.99976,-0.0050859,-0.02153,0.0048195,0.99991,-0.012411,0.021592,0.012304,0.99969
0.99977,-0.0038388,-0.021278,0.0035553,0.9999,-0.013347,0.021328,0.013269,0.99968
0.99976,-0.0034227,-0.021536,0.0031481,0.99991,-0.012769,0.021578,0.012698,0.99969
0.99977,-0.0022044,-0.021484,0.0019102,0.9999,-0.013705,0.021512,0.01366,0.99968
0.99977,0.00046875,-0.021318,-0.00080753,0.99987,-0.015886,0.021308,0.015899,0.99965
0.99976,0.0040137,-0.021336,-0.0043715,0.99985,-0.016751,0.021265,0.01684,0.99963
0.99976,0.0057912,-0.02124,-0.006144,0.99984,-0.016581,0.021141,0.016707,0.99964
0.99975,0.0066554,-0.021464,-0.0070095,0.99984,-0.016465,0.021351,0.016611,0.99963
0.99974,0.006684,-0.021652,-0.0070438,0.99984,-0.016582,0.021538,0.01673,0.99963
0.99973,0.00747,-0.022005,-0.0078104,0.99985,-0.015425,0.021887,0.015592,0.99964
0.99972,0.0081692,-0.022299,-0.008472,0.99987,-0.01352,0.022185,0.013705,0.99966
0.9997,0.0088287,-0.022635,-0.0091075,0.99988,-0.012244,0.022524,0.012446,0.99967
0.9997,0.0086894,-0.022685,-0.0089855,0.99988,-0.012983,0.02257,0.013183,0.99966
0.99969,0.0097584,-0.022865,-0.010084,0.99985,-0.014161,0.022724,0.014388,0.99964
0.99969,0.0095631,-0.0232,-0.0098758,0.99986,-0.013405,0.023069,0.01363,0.99964
0.99968,0.0088596,-0.023878,-0.0091167,0.9999,-0.01068,0.023781,0.010895,0.99966
0.99967,0.0091034,-0.024205,-0.0092801,0.99993,-0.0071963,0.024138,0.0074185,0.99968
0.99965,0.0092843,-0.024707,-0.009401,0.99995,-0.0046089,0.024663,0.0048395,0.99968
0.99964,0.0092185,-0.025237,-0.0093219,0.99995,-0.0039826,0.025199,0.0042164,0.99967
0.99963,0.0086404,-0.025627,-0.0087854,0.99995,-0.0055542,0.025577,0.0057773,0.99966
0.99962,0.0088532,-0.025973,-0.0090087,0.99994,-0.0058758,0.025919,0.0061075,0.99965
0.99961,0.0086368,-0.026508,-0.0087723,0.99995,-0.0050011,0.026463,0.0052317,0.99964
0.99959,0.008601,-0.027271,-0.0086833,0.99996,-0.0028989,0.027245,0.0031346,0.99962
0.99957,0.008728,-0.027837,-0.0087473,0.99996,-0.00057112,0.027831,0.00081437,0.99961
0.99955,0.01022,-0.028301,-0.010224,0.99995,1.8276e-06,0.0283,0.00028752,0.9996
0.99953,0.010944,-0.028711,-0.011065,0.99993,-0.0040575,0.028664,0.0043733,0.99958
0.99951,0.012352,-0.028812,-0.012603,0.99988,-0.008564,0.028703,0.0089229,0.99955
0.99949,0.01312,-0.028978,-0.013389,0.99987,-0.0091102,0.028854,0.0094936,0.99954
0.9995,0.013243,-0.02875,-0.01343,0.99989,-0.0063481,0.028663,0.006731,0.99957
0.99949,0.014177,-0.028549,-0.014299,0.99989,-0.0040594,0.028489,0.0044656,0.99958
0.99952,0.012042,-0.028474,-0.012125,0.99992,-0.002759,0.028438,0.0031029,0.99959
0.99952,0.013007,-0.028136,-0.013081,0.99991,-0.0024394,0.028102,0.0028062,0.9996
0.99956,0.010821,-0.027721,-0.010972,0.99993,-0.0053155,0.027662,0.0056173,0.9996
0.99955,0.011942,-0.027644,-0.012163,0.9999,-0.0078216,0.027548,0.0081543,0.99959
0.99956,0.010978,-0.027564,-0.011252,0.99989,-0.0098176,0.027453,0.010123,0.99957
0.99957,0.0095823,-0.027544,-0.0099384,0.99987,-0.01282,0.027418,0.013088,0.99954
0.99959,0.0078895,-0.027413,-0.0083136,0.99985,-0.015394,0.027288,0.015616,0.99951
0.99961,0.0064829,-0.02725,-0.0068486,0.99989,-0.013346,0.02716,0.013527,0.99954
0.99962,0.0052728,-0.027209,-0.0054723,0.99996,-0.007263,0.02717,0.0074091,0.9996
0.99963,0.0041777,-0.02692,-0.0042111,0.99999,-0.0011833,0.026915,0.0012963,0.99964
0.99964,0.002509,-0.026778,-0.0025063,1,0.00013293,0.026778,-6.5764e-05,0.99964
0.99965,-0.00066227,-0.026548,0.00057994,1,-0.0031085,0.02655,0.0030921,0.99964
0.99965,-0.0025486,-0.02651,0.0023795,0.99998,-0.0064079,0.026526,0.0063425,0.99963
0.99965,-0.00057101,-0.026552,0.00030048,0.99995,-0.010192,0.026556,0.01018,0.9996
0.99965,-0.0013017,-0.026491,0.00090792,0.99989,-0.014873,0.026507,0.014844,0.99954
0.99966,0.0019954,-0.025943,-0.002403,0.99987,-0.015692,0.025909,0.015749,0.99954
0.99967,0.0068479,-0.024927,-0.0071477,0.9999,-0.011958,0.024842,0.012132,0.99962
0.99966,0.0083128,-0.024785,-0.0085496,0.99992,-0.0094637,0.024705,0.0096724,0.99965
0.99966,0.0075756,-0.024949,-0.007807,0.99993,-0.0091924,0.024878,0.0093841,0.99965
0.99967,0.006096,-0.024784,-0.0063028,0.99995,-0.0082745,0.024732,0.008428,0.99966
