1,-1.1976e-11,-1.7046e-10,1.1976e-11,1,-3.5625e-10,1.7046e-10,3.5625e-10,1
0.99993,-0.0030924,0.011694,0.0030792,0.99999,0.001146,-0.011698,-0.0011099,0.99993
0.99981,-0.0051677,0.018566,0.0051412,0.99999,0.0014731,-0.018573,-0.0013773,0.99983
0.99975,-0.0080102,0.020671,0.0080083,0.99997,0.00017444,-0.020672,-8.858e-06,0.99979
0.99977,-0.0094631,0.018994,0.0094963,0.99995,-0.0016626,-0.018977,0.0018426,0.99982
0.99985,-0.011858,0.01254,0.011895,0.99993,-0.0028753,-0.012505,0.003024,0.99992
0.9999,-0.014051,0.00050416,0.014053,0.99989,-0.0050948,-0.00043252,0.0051014,0.99999
0.99979,-0.013426,-0.015559,0.013345,0.9999,-0.0052898,0.015628,0.0050811,0.99986
0.99936,-0.0088489,-0.034654,0.0086792,0.99995,-0.0050447,0.034697,0.0047407,0.99939
0.99852,-0.0051968,-0.054145,0.004866,0.99997,-0.00624,0.054176,0.0059673,0.99851
0.99724,-0.004508,-0.074154,0.0040126,0.99997,-0.0068277,0.074182,0.0065113,0.99722
0.99546,-0.0059497,-0.095032,0.005379,0.99997,-0.0062603,0.095066,0.0057207,0.99545
0.99334,-0.0073291,-0.11501,0.006752,0.99996,-0.005407,0.11504,0.0045944,0.99335
0.99109,-0.0062601,-0.13308,0.0056573,0.99997,-0.0049072,0.13311,0.0041105,0.99109
0.98885,-0.0047313,-0.14882,0.0042111,0.99998,-0.0038103,0.14884,0.0031411,0.98886
0.98668,-0.0037592,-0.1626,0.0031539,0.99999,-0.0039808,0.16261,0.0034149,0.98668
0.98458,-0.0048843,-0.17486,0.0041431,0.99998,-0.0046039,0.17487,0.0038085,0.98458
0.98272,-0.0084321,-0.1849,0.0072896,0.99995,-0.0068581,0.18494,0.0053918,0.98273
0.9812,-0.008176,-0.1928,0.0065687,0.99994,-0.0089746,0.19286,0.0075395,0.9812
0.97974,-0.0072361,-0.20014,0.0052155,0.99993,-0.010621,0.20021,0.0093623,0.97971
0.97803,-0.007866,-0.20831,0.0052075,0.9999,-0.013308,0.20839,0.011931,0.97797
0.97631,-0.011497,-0.21609,0.0084876,0.99985,-0.014851,0.21623,0.012665,0.97626
0.97444,-0.017942,-0.22391,0.014605,0.99976,-0.016551,0.22415,0.012858,0.97447
0.97239,-0.018823,-0.2326,0.015119,0.99973,-0.017697,0.23287,0.013691,0.97241
0.97038,-0.014776,-0.24113,0.0096277,0.9997,-0.022517,0.24139,0.019529,0.97023
0.96822,-0.011757,-0.24983,0.00541,0.99965,-0.026077,0.25005,0.023897,0.96794
0.966,-0.013826,-0.25818,0.0069357,0.9996,-0.02758,0.25845,0.024851,0.9657
0.96361,-0.017017,-0.26677,0.0093628,0.99951,-0.029938,0.26715,0.02635,0.9633
0.96139,-0.016601,-0.27467,0.0079917,0.99944,-0.032434,0.27506,0.028987,0.96099
0.95913,-0.015491,-0.28255,0.0056038,0.99934,-0.035767,0.28292,0.032721,0.95859
0.95679,-0.016427,-0.2903,0.0047817,0.99916,-0.040779,0.29072,0.037629,0.95607
0.955,-0.017963,-0.29607,0.0038634,0.99883,-0.04814,0.29659,0.044829,0.95395
0.95371,-0.018483,-0.30016,0.0016193,0.99841,-0.056334,0.30072,0.05324,0.95222
0.95247,-0.018583,-0.30406,-0.0012164,0.9979,-0.064798,0.30463,0.062088,0.95045
0.95117,-0.017984,-0.30813,-0.0050451,0.99726,-0.073779,0.30862,0.071731,0.94848
0.94984,-0.017656,-0.31225,-0.0080481,0.99669,-0.080841,0.31264,0.079299,0.94656
0.94819,-0.015381,-0.31732,-0.013007,0.99611,-0.08715,0.31743,0.086763,0.9443
